lot_id,date,plant_line,shift,part_id,supplier_id,qty_received,qty_used
L0003646,2025-12-07,BodyLine-2,A,P0005,S001,179,126
L0003647,2025-12-07,ChassisLine-1,C,P0013,S007,231,221
L0003648,2025-12-07,Final-1,A,P0001,S001,465,453
L0003649,2025-12-07,ChassisLine-1,A,P0022,S012,442,402
L0003650,2025-12-08,BodyLine-2,A,P0035,S005,431,340
L0003651,2025-12-08,Final-1,C,P0018,S001,328,242
L0003652,2025-12-08,Final-1,A,P0025,S010,475,424
L0003653,2025-12-08,BodyLine-1,B,P0031,S006,366,345
L0003654,2025-12-08,Final-1,A,P0012,S001,467,366
L0003655,2025-12-08,Final-1,A,P0029,S008,443,321
L0003656,2025-12-08,BodyLine-2,C,P0026,S012,123,117
L0003657,2025-12-08,ChassisLine-1,A,P0017,S001,226,190
L0003658,2025-12-08,BodyLine-1,B,P0016,S007,373,315
L0003659,2025-12-08,BodyLine-1,A,P0003,S007,229,219
L0003660,2025-12-08,Final-1,A,P0001,S001,357,308
L0003661,2025-12-08,ChassisLine-1,B,P0020,S006,312,226
L0003662,2025-12-08,Final-1,A,P0030,S009,280,201
L0003663,2025-12-08,ChassisLine-1,B,P0008,S007,387,372
L0003664,2025-12-08,ChassisLine-1,B,P0036,S003,336,322
L0003665,2025-12-08,Final-1,A,P0011,S011,399,284
L0003666,2025-12-08,Final-1,B,P0024,S002,194,165
L0003667,2025-12-08,BodyLine-1,B,P0019,S006,502,478
L0003668,2025-12-08,TrimLine-1,B,P0014,S003,277,230
L0003669,2025-12-08,TrimLine-1,B,P0006,S009,282,236
L0003670,2025-12-08,BodyLine-1,C,P0005,S001,499,399
L0003671,2025-12-08,Final-1,B,P0027,S005,172,148
L0003672,2025-12-08,ChassisLine-1,A,P0013,S007,316,276
L0003673,2025-12-08,BodyLine-1,B,P0034,S006,462,394
L0003674,2025-12-08,BodyLine-1,B,P0010,S005,331,267
L0003675,2025-12-09,TrimLine-1,A,P0001,S001,226,199
L0003676,2025-12-09,Final-1,C,P0029,S008,498,470
L0003677,2025-12-09,BodyLine-1,B,P0003,S007,211,157
L0003678,2025-12-09,BodyLine-1,B,P0031,S006,131,105
L0003679,2025-12-09,ChassisLine-1,B,P0020,S006,445,417
L0003680,2025-12-09,BodyLine-1,B,P0026,S012,169,142
L0003681,2025-12-09,ChassisLine-1,A,P0032,S005,276,198
L0003682,2025-12-09,BodyLine-1,C,P0035,S005,351,307
L0003683,2025-12-09,BodyLine-1,A,P0007,S007,422,338
L0003684,2025-12-09,BodyLine-1,B,P0033,S001,452,346
L0003685,2025-12-09,BodyLine-1,C,P0034,S006,163,115
L0003686,2025-12-09,ChassisLine-1,B,P0022,S012,499,487
L0003687,2025-12-09,BodyLine-1,A,P0005,S001,400,386
L0003688,2025-12-09,TrimLine-1,B,P0004,S006,469,426
L0003689,2025-12-09,ChassisLine-1,B,P0017,S001,304,267
L0003690,2025-12-09,ChassisLine-1,B,P0008,S007,303,213
L0003691,2025-12-09,Final-1,A,P0023,S004,462,349
L0003692,2025-12-09,ChassisLine-1,B,P0036,S003,179,138
L0003693,2025-12-09,TrimLine-1,C,P0018,S001,461,332
L0003694,2025-12-09,BodyLine-2,A,P0010,S005,144,133
L0003695,2025-12-09,TrimLine-1,A,P0027,S005,347,324
L0003696,2025-12-09,ChassisLine-1,A,P0028,S003,403,289
L0003697,2025-12-10,TrimLine-1,B,P0004,S006,305,226
L0003698,2025-12-10,BodyLine-2,A,P0034,S006,272,249
L0003699,2025-12-10,BodyLine-1,A,P0019,S006,181,156
L0003700,2025-12-10,ChassisLine-1,B,P0017,S001,197,148
L0003701,2025-12-10,ChassisLine-1,C,P0036,S003,217,202
L0003702,2025-12-10,Final-1,A,P0024,S002,260,206
L0003703,2025-12-10,BodyLine-1,C,P0005,S001,224,162
L0003704,2025-12-10,ChassisLine-1,A,P0020,S006,437,359
L0003705,2025-12-10,ChassisLine-1,A,P0021,S001,256,216
L0003706,2025-12-10,Final-1,A,P0001,S001,336,293
L0003707,2025-12-10,TrimLine-1,A,P0027,S005,150,136
L0003708,2025-12-10,BodyLine-1,B,P0026,S012,293,260
L0003709,2025-12-10,Final-1,B,P0023,S004,440,385
L0003710,2025-12-10,BodyLine-1,A,P0010,S005,387,362
L0003711,2025-12-10,TrimLine-1,C,P0029,S008,498,449
L0003712,2025-12-10,ChassisLine-1,B,P0022,S012,228,194
L0003713,2025-12-10,BodyLine-2,A,P0035,S005,349,284
L0003714,2025-12-10,BodyLine-1,B,P0007,S007,281,225
L0003715,2025-12-10,ChassisLine-1,B,P0032,S005,124,113
L0003716,2025-12-10,ChassisLine-1,B,P0028,S003,452,422
L0003717,2025-12-10,BodyLine-2,A,P0031,S006,244,172
L0003718,2025-12-10,BodyLine-2,A,P0009,S011,486,375
L0003719,2025-12-10,BodyLine-1,B,P0033,S001,234,175
L0003720,2025-12-10,TrimLine-1,B,P0012,S001,443,341
L0003721,2025-12-10,BodyLine-1,A,P0003,S007,417,301
L0003722,2025-12-10,TrimLine-1,A,P0018,S001,517,443
L0003723,2025-12-10,Final-1,A,P0006,S009,164,143
L0003724,2025-12-11,BodyLine-1,A,P0010,S005,252,178
L0003725,2025-12-11,BodyLine-1,B,P0033,S001,459,350
L0003726,2025-12-11,ChassisLine-1,B,P0017,S001,213,189
L0003727,2025-12-11,ChassisLine-1,A,P0015,S008,165,148
L0003728,2025-12-11,Final-1,C,P0027,S005,501,401
L0003729,2025-12-11,BodyLine-2,A,P0034,S006,193,135
L0003730,2025-12-11,Final-1,C,P0002,S010,292,221
L0003731,2025-12-11,ChassisLine-1,B,P0022,S012,207,156
L0003732,2025-12-11,Final-1,C,P0012,S001,123,119
L0003733,2025-12-11,Final-1,C,P0029,S008,123,87
L0003734,2025-12-11,ChassisLine-1,B,P0036,S003,370,349
L0003735,2025-12-11,BodyLine-2,B,P0035,S005,516,449
L0003736,2025-12-11,BodyLine-2,C,P0009,S011,214,182
L0003737,2025-12-11,ChassisLine-1,A,P0008,S007,318,230
L0003738,2025-12-11,BodyLine-2,C,P0026,S012,186,145
L0003739,2025-12-11,TrimLine-1,A,P0011,S011,397,376
L0003740,2025-12-11,BodyLine-1,A,P0007,S007,325,264
L0003741,2025-12-11,TrimLine-1,A,P0030,S009,310,225
L0003742,2025-12-11,BodyLine-2,B,P0005,S001,351,269
L0003743,2025-12-11,BodyLine-1,A,P0003,S007,182,167
L0003744,2025-12-12,Final-1,C,P0030,S009,141,135
L0003745,2025-12-12,BodyLine-1,B,P0034,S006,225,177
L0003746,2025-12-12,BodyLine-1,A,P0005,S001,139,112
L0003747,2025-12-12,BodyLine-1,A,P0007,S007,447,360
L0003748,2025-12-12,ChassisLine-1,B,P0013,S007,131,93
L0003749,2025-12-12,Final-1,B,P0029,S008,306,296
L0003750,2025-12-12,TrimLine-1,A,P0004,S006,397,298
L0003751,2025-12-12,TrimLine-1,B,P0023,S004,277,217
L0003752,2025-12-12,BodyLine-1,B,P0010,S005,516,380
L0003753,2025-12-12,ChassisLine-1,C,P0020,S006,360,333
L0003754,2025-12-12,BodyLine-2,A,P0035,S005,473,431
L0003755,2025-12-12,ChassisLine-1,A,P0021,S001,495,357
L0003756,2025-12-12,ChassisLine-1,C,P0015,S008,218,153
L0003757,2025-12-12,BodyLine-2,A,P0033,S001,316,262
L0003758,2025-12-12,ChassisLine-1,A,P0022,S012,224,216
L0003759,2025-12-12,Final-1,A,P0027,S005,139,122
L0003760,2025-12-12,ChassisLine-1,A,P0032,S005,413,351
L0003761,2025-12-12,ChassisLine-1,A,P0036,S003,335,251
L0003762,2025-12-12,BodyLine-1,A,P0003,S007,137,99
L0003763,2025-12-12,TrimLine-1,B,P0011,S011,194,175
L0003764,2025-12-12,BodyLine-2,A,P0009,S011,121,95
L0003765,2025-12-12,TrimLine-1,A,P0001,S001,238,224
L0003766,2025-12-12,TrimLine-1,B,P0025,S010,416,372
L0003767,2025-12-12,ChassisLine-1,C,P0017,S001,214,161
L0003768,2025-12-12,Final-1,B,P0018,S001,378,307
L0003769,2025-12-13,Final-1,B,P0027,S005,225,183
L0003770,2025-12-13,BodyLine-1,B,P0033,S001,500,415
L0003771,2025-12-13,BodyLine-2,B,P0010,S005,340,257
L0003772,2025-12-13,ChassisLine-1,B,P0013,S007,263,254
L0003773,2025-12-13,BodyLine-1,B,P0034,S006,389,364
L0003774,2025-12-13,ChassisLine-1,A,P0021,S001,132,126
L0003775,2025-12-13,BodyLine-1,B,P0007,S007,312,227
L0003776,2025-12-13,Final-1,A,P0025,S010,386,366
L0003777,2025-12-13,ChassisLine-1,A,P0036,S003,285,234
L0003778,2025-12-13,BodyLine-1,A,P0031,S006,197,150
L0003779,2025-12-13,ChassisLine-1,C,P0028,S003,406,367
L0003780,2025-12-13,ChassisLine-1,B,P0008,S007,262,239
L0003781,2025-12-13,ChassisLine-1,C,P0020,S006,399,325
L0003782,2025-12-13,BodyLine-1,C,P0003,S007,145,135
L0003783,2025-12-13,TrimLine-1,C,P0018,S001,498,416
L0003784,2025-12-13,BodyLine-1,A,P0035,S005,307,273
L0003785,2025-12-13,BodyLine-2,A,P0026,S012,287,274
L0003786,2025-12-13,TrimLine-1,A,P0029,S008,268,195
L0003787,2025-12-13,ChassisLine-1,C,P0015,S008,349,256
L0003788,2025-12-13,TrimLine-1,C,P0023,S004,513,421
L0003789,2025-12-13,TrimLine-1,C,P0024,S002,230,162
L0003790,2025-12-13,ChassisLine-1,A,P0022,S012,352,259
L0003791,2025-12-14,ChassisLine-1,A,P0015,S008,394,385
L0003792,2025-12-14,Final-1,B,P0023,S004,354,325
L0003793,2025-12-14,BodyLine-1,A,P0005,S001,321,257
L0003794,2025-12-14,TrimLine-1,A,P0012,S001,145,139
L0003795,2025-12-14,BodyLine-2,C,P0016,S007,256,201
L0003796,2025-12-14,BodyLine-2,B,P0007,S007,318,277
L0003797,2025-12-14,BodyLine-1,B,P0019,S006,250,219
L0003798,2025-12-14,TrimLine-1,A,P0004,S006,298,284
L0003799,2025-12-14,BodyLine-2,A,P0003,S007,247,202
L0003800,2025-12-14,BodyLine-2,A,P0010,S005,471,422
L0003801,2025-12-14,BodyLine-2,B,P0034,S006,412,382
L0003802,2025-12-14,TrimLine-1,B,P0027,S005,376,364
L0003803,2025-12-14,BodyLine-1,B,P0031,S006,201,157
L0003804,2025-12-14,BodyLine-2,A,P0033,S001,293,261
L0003805,2025-12-14,ChassisLine-1,B,P0036,S003,291,270
L0003806,2025-12-14,ChassisLine-1,B,P0028,S003,412,297
L0003807,2025-12-14,ChassisLine-1,B,P0022,S012,487,349
L0003808,2025-12-14,ChassisLine-1,A,P0017,S001,515,446
L0003809,2025-12-15,BodyLine-2,B,P0007,S007,461,344
L0003810,2025-12-15,ChassisLine-1,B,P0021,S001,413,378
L0003811,2025-12-15,ChassisLine-1,B,P0017,S001,211,159
L0003812,2025-12-15,BodyLine-2,C,P0005,S001,130,116
L0003813,2025-12-15,ChassisLine-1,A,P0028,S003,146,102
L0003814,2025-12-15,ChassisLine-1,C,P0036,S003,261,255
L0003815,2025-12-15,TrimLine-1,A,P0018,S001,128,93
L0003816,2025-12-15,TrimLine-1,B,P0023,S004,418,331
L0003817,2025-12-15,BodyLine-2,A,P0016,S007,204,152
L0003818,2025-12-15,Final-1,B,P0006,S009,451,350
L0003819,2025-12-15,TrimLine-1,A,P0025,S010,177,139
L0003820,2025-12-15,TrimLine-1,B,P0014,S003,343,335
L0003821,2025-12-15,ChassisLine-1,A,P0008,S007,190,158
L0003822,2025-12-15,BodyLine-1,B,P0031,S006,383,323
L0003823,2025-12-15,BodyLine-1,C,P0010,S005,182,136
L0003824,2025-12-15,ChassisLine-1,B,P0020,S006,429,326
L0003825,2025-12-15,BodyLine-1,B,P0026,S012,179,142
L0003826,2025-12-15,ChassisLine-1,A,P0032,S005,407,393
L0003827,2025-12-15,BodyLine-1,B,P0009,S011,142,107
L0003828,2025-12-15,TrimLine-1,B,P0001,S001,138,134
L0003829,2025-12-15,ChassisLine-1,B,P0015,S008,172,164
L0003830,2025-12-15,TrimLine-1,A,P0004,S006,257,216
L0003831,2025-12-15,Final-1,B,P0024,S002,143,138
L0003832,2025-12-16,ChassisLine-1,A,P0028,S003,214,191
L0003833,2025-12-16,Final-1,A,P0023,S004,199,180
L0003834,2025-12-16,ChassisLine-1,C,P0008,S007,212,153
L0003835,2025-12-16,BodyLine-2,B,P0007,S007,431,362
L0003836,2025-12-16,BodyLine-1,B,P0033,S001,283,277
L0003837,2025-12-16,BodyLine-1,B,P0016,S007,203,163
L0003838,2025-12-16,Final-1,B,P0024,S002,400,370
L0003839,2025-12-16,BodyLine-1,B,P0019,S006,322,302
L0003840,2025-12-16,Final-1,A,P0027,S005,438,389
L0003841,2025-12-16,TrimLine-1,A,P0018,S001,475,435
L0003842,2025-12-16,TrimLine-1,B,P0011,S011,394,347
L0003843,2025-12-16,TrimLine-1,B,P0014,S003,182,133
L0003844,2025-12-16,ChassisLine-1,A,P0032,S005,372,297
L0003845,2025-12-16,ChassisLine-1,A,P0017,S001,249,186
L0003846,2025-12-16,BodyLine-2,B,P0034,S006,406,301
L0003847,2025-12-16,TrimLine-1,B,P0030,S009,404,354
L0003848,2025-12-16,BodyLine-2,B,P0003,S007,242,232
L0003849,2025-12-16,ChassisLine-1,A,P0036,S003,413,349
L0003850,2025-12-16,ChassisLine-1,A,P0022,S012,326,237
L0003851,2025-12-17,ChassisLine-1,A,P0021,S001,425,381
L0003852,2025-12-17,TrimLine-1,B,P0001,S001,394,300
L0003853,2025-12-17,ChassisLine-1,A,P0008,S007,359,288
L0003854,2025-12-17,Final-1,B,P0029,S008,254,234
L0003855,2025-12-17,BodyLine-1,A,P0010,S005,426,386
L0003856,2025-12-17,BodyLine-1,A,P0019,S006,153,127
L0003857,2025-12-17,Final-1,B,P0012,S001,290,215
L0003858,2025-12-17,BodyLine-2,B,P0034,S006,486,384
L0003859,2025-12-17,ChassisLine-1,C,P0020,S006,322,253
L0003860,2025-12-17,BodyLine-2,A,P0026,S012,182,155
L0003861,2025-12-17,TrimLine-1,B,P0004,S006,420,303
L0003862,2025-12-17,BodyLine-1,A,P0003,S007,384,319
L0003863,2025-12-17,ChassisLine-1,B,P0015,S008,171,158
L0003864,2025-12-17,Final-1,C,P0024,S002,225,177
L0003865,2025-12-17,BodyLine-1,B,P0007,S007,163,131
L0003866,2025-12-17,ChassisLine-1,A,P0032,S005,326,305
L0003867,2025-12-17,BodyLine-2,B,P0016,S007,425,315
L0003868,2025-12-17,BodyLine-1,B,P0005,S001,224,194
L0003869,2025-12-17,BodyLine-1,B,P0033,S001,401,392
L0003870,2025-12-17,Final-1,B,P0025,S010,334,277
L0003871,2025-12-17,BodyLine-2,A,P0031,S006,170,124
L0003872,2025-12-17,ChassisLine-1,B,P0017,S001,519,460
L0003873,2025-12-17,Final-1,B,P0002,S010,326,309
L0003874,2025-12-17,Final-1,A,P0011,S011,386,374
L0003875,2025-12-18,ChassisLine-1,A,P0008,S007,493,372
L0003876,2025-12-18,BodyLine-2,A,P0031,S006,477,373
L0003877,2025-12-18,ChassisLine-1,B,P0028,S003,431,417
L0003878,2025-12-18,ChassisLine-1,B,P0032,S005,366,290
L0003879,2025-12-18,BodyLine-1,C,P0009,S011,386,275
L0003880,2025-12-18,BodyLine-1,A,P0016,S007,472,443
L0003881,2025-12-18,ChassisLine-1,B,P0036,S003,316,253
L0003882,2025-12-18,BodyLine-1,B,P0007,S007,226,218
L0003883,2025-12-18,TrimLine-1,C,P0025,S010,432,380
L0003884,2025-12-18,BodyLine-1,B,P0019,S006,322,298
L0003885,2025-12-18,TrimLine-1,B,P0030,S009,423,373
L0003886,2025-12-18,TrimLine-1,B,P0018,S001,466,407
L0003887,2025-12-18,ChassisLine-1,B,P0015,S008,132,102
L0003888,2025-12-18,ChassisLine-1,B,P0017,S001,354,310
L0003889,2025-12-18,ChassisLine-1,B,P0022,S012,382,358
L0003890,2025-12-18,BodyLine-1,A,P0033,S001,451,411
L0003891,2025-12-18,Final-1,A,P0029,S008,272,217
L0003892,2025-12-18,TrimLine-1,A,P0023,S004,183,140
L0003893,2025-12-18,Final-1,B,P0001,S001,339,268
L0003894,2025-12-18,Final-1,A,P0002,S010,124,111
L0003895,2025-12-18,BodyLine-1,A,P0035,S005,252,217
L0003896,2025-12-18,BodyLine-2,B,P0005,S001,250,219
L0003897,2025-12-19,BodyLine-2,B,P0007,S007,485,343
L0003898,2025-12-19,BodyLine-2,B,P0034,S006,176,157
L0003899,2025-12-19,ChassisLine-1,A,P0020,S006,224,216
L0003900,2025-12-19,ChassisLine-1,B,P0008,S007,434,379
L0003901,2025-12-19,ChassisLine-1,B,P0022,S012,423,367
L0003902,2025-12-19,ChassisLine-1,C,P0015,S008,196,188
L0003903,2025-12-19,Final-1,A,P0029,S008,131,113
L0003904,2025-12-19,BodyLine-1,B,P0019,S006,519,505
L0003905,2025-12-19,BodyLine-1,C,P0009,S011,475,372
L0003906,2025-12-19,TrimLine-1,C,P0023,S004,206,173
L0003907,2025-12-19,ChassisLine-1,C,P0017,S001,498,443
L0003908,2025-12-19,TrimLine-1,B,P0018,S001,270,257
L0003909,2025-12-19,BodyLine-1,A,P0035,S005,165,120
L0003910,2025-12-19,ChassisLine-1,B,P0028,S003,176,146
L0003911,2025-12-19,BodyLine-1,C,P0005,S001,131,91
L0003912,2025-12-19,ChassisLine-1,A,P0036,S003,461,421
L0003913,2025-12-19,TrimLine-1,C,P0027,S005,252,194
L0003914,2025-12-19,Final-1,B,P0012,S001,298,265
L0003915,2025-12-19,BodyLine-2,B,P0026,S012,138,111
L0003916,2025-12-19,BodyLine-1,A,P0010,S005,476,342
L0003917,2025-12-19,ChassisLine-1,B,P0021,S001,156,111
L0003918,2025-12-19,TrimLine-1,B,P0024,S002,150,134
L0003919,2025-12-19,BodyLine-1,A,P0016,S007,261,207
L0003920,2025-12-19,BodyLine-1,C,P0031,S006,439,427
L0003921,2025-12-19,ChassisLine-1,B,P0032,S005,124,96
L0003922,2025-12-19,ChassisLine-1,A,P0013,S007,157,119
L0003923,2025-12-20,ChassisLine-1,B,P0032,S005,383,269
L0003924,2025-12-20,Final-1,A,P0023,S004,246,190
L0003925,2025-12-20,BodyLine-2,B,P0034,S006,370,294
L0003926,2025-12-20,BodyLine-1,A,P0019,S006,255,235
L0003927,2025-12-20,BodyLine-2,B,P0033,S001,348,274
L0003928,2025-12-20,ChassisLine-1,B,P0017,S001,202,185
L0003929,2025-12-20,BodyLine-1,A,P0010,S005,449,334
L0003930,2025-12-20,ChassisLine-1,A,P0015,S008,131,96
L0003931,2025-12-20,ChassisLine-1,A,P0013,S007,447,409
L0003932,2025-12-20,Final-1,C,P0025,S010,293,253
L0003933,2025-12-20,ChassisLine-1,B,P0036,S003,414,401
L0003934,2025-12-20,Final-1,B,P0002,S010,170,122
L0003935,2025-12-20,TrimLine-1,C,P0001,S001,511,430
L0003936,2025-12-20,Final-1,A,P0014,S003,152,114
L0003937,2025-12-20,BodyLine-1,B,P0007,S007,514,396
L0003938,2025-12-20,ChassisLine-1,A,P0028,S003,446,389
L0003939,2025-12-20,BodyLine-1,B,P0003,S007,478,452
L0003940,2025-12-20,ChassisLine-1,A,P0020,S006,289,215
L0003941,2025-12-20,TrimLine-1,A,P0011,S011,162,156
L0003942,2025-12-20,Final-1,B,P0006,S009,302,226
L0003943,2025-12-20,TrimLine-1,B,P0029,S008,402,374
L0003944,2025-12-20,ChassisLine-1,C,P0008,S007,377,357
L0003945,2025-12-20,TrimLine-1,B,P0012,S001,409,324
L0003946,2025-12-21,BodyLine-2,B,P0010,S005,157,129
L0003947,2025-12-21,Final-1,A,P0027,S005,196,179
L0003948,2025-12-21,TrimLine-1,C,P0001,S001,483,352
L0003949,2025-12-21,BodyLine-2,B,P0007,S007,387,294
L0003950,2025-12-21,BodyLine-1,A,P0009,S011,371,294
L0003951,2025-12-21,Final-1,B,P0029,S008,190,146
L0003952,2025-12-21,BodyLine-2,C,P0003,S007,157,123
L0003953,2025-12-21,ChassisLine-1,B,P0008,S007,319,271
L0003954,2025-12-21,TrimLine-1,A,P0014,S003,387,317
L0003955,2025-12-21,ChassisLine-1,B,P0021,S001,448,397
L0003956,2025-12-21,BodyLine-1,B,P0033,S001,488,407
L0003957,2025-12-21,TrimLine-1,A,P0002,S010,499,379
L0003958,2025-12-21,ChassisLine-1,B,P0028,S003,218,178
L0003959,2025-12-21,Final-1,B,P0025,S010,519,456
L0003960,2025-12-21,ChassisLine-1,B,P0022,S012,316,252
L0003961,2025-12-21,TrimLine-1,A,P0030,S009,154,121
L0003962,2025-12-21,BodyLine-2,A,P0035,S005,393,280
L0003963,2025-12-21,BodyLine-1,A,P0019,S006,357,325
L0003964,2025-12-21,Final-1,A,P0004,S006,366,298
L0003965,2025-12-21,ChassisLine-1,C,P0017,S001,319,286
L0003966,2025-12-21,ChassisLine-1,A,P0036,S003,424,382
L0003967,2025-12-21,BodyLine-2,B,P0026,S012,483,461
L0003968,2025-12-21,ChassisLine-1,A,P0015,S008,302,211
L0003969,2025-12-21,ChassisLine-1,B,P0020,S006,489,369
L0003970,2025-12-22,TrimLine-1,A,P0024,S002,472,415
L0003971,2025-12-22,BodyLine-1,B,P0007,S007,387,301
L0003972,2025-12-22,BodyLine-1,B,P0009,S011,169,136
L0003973,2025-12-22,ChassisLine-1,B,P0017,S001,380,357
L0003974,2025-12-22,ChassisLine-1,A,P0008,S007,291,211
L0003975,2025-12-22,ChassisLine-1,A,P0021,S001,126,119
L0003976,2025-12-22,Final-1,B,P0018,S001,397,374
L0003977,2025-12-22,BodyLine-1,A,P0019,S006,274,253
L0003978,2025-12-22,Final-1,B,P0006,S009,430,311
L0003979,2025-12-22,BodyLine-1,B,P0003,S007,297,268
L0003980,2025-12-22,BodyLine-1,A,P0033,S001,149,141
L0003981,2025-12-22,ChassisLine-1,A,P0013,S007,372,327
L0003982,2025-12-22,ChassisLine-1,A,P0032,S005,514,369
L0003983,2025-12-22,BodyLine-1,A,P0026,S012,287,210
L0003984,2025-12-22,Final-1,B,P0029,S008,486,354
L0003985,2025-12-22,Final-1,A,P0012,S001,390,295
L0003986,2025-12-22,BodyLine-2,B,P0016,S007,225,199
L0003987,2025-12-22,TrimLine-1,B,P0002,S010,490,388
L0003988,2025-12-22,BodyLine-2,B,P0034,S006,139,126
L0003989,2025-12-22,ChassisLine-1,A,P0015,S008,209,201
L0003990,2025-12-22,ChassisLine-1,B,P0036,S003,504,388
L0003991,2025-12-22,ChassisLine-1,B,P0028,S003,363,353
L0003992,2025-12-22,Final-1,A,P0004,S006,283,223
L0003993,2025-12-22,TrimLine-1,B,P0025,S010,228,204
L0003994,2025-12-23,Final-1,B,P0002,S010,134,123
L0003995,2025-12-23,ChassisLine-1,A,P0021,S001,208,179
L0003996,2025-12-23,ChassisLine-1,A,P0028,S003,384,334
L0003997,2025-12-23,BodyLine-1,A,P0010,S005,283,259
L0003998,2025-12-23,BodyLine-2,B,P0009,S011,256,212
L0003999,2025-12-23,BodyLine-2,C,P0003,S007,290,221
L0004000,2025-12-23,TrimLine-1,B,P0004,S006,320,258
L0004001,2025-12-23,Final-1,B,P0025,S010,338,266
L0004002,2025-12-23,BodyLine-2,A,P0019,S006,192,164
L0004003,2025-12-23,ChassisLine-1,B,P0036,S003,181,128
L0004004,2025-12-23,Final-1,B,P0024,S002,455,410
L0004005,2025-12-23,TrimLine-1,C,P0014,S003,298,290
L0004006,2025-12-23,BodyLine-2,A,P0026,S012,410,391
L0004007,2025-12-23,BodyLine-2,B,P0034,S006,241,210
L0004008,2025-12-23,TrimLine-1,B,P0018,S001,227,183
L0004009,2025-12-23,ChassisLine-1,B,P0015,S008,496,436
L0004010,2025-12-23,BodyLine-1,B,P0035,S005,170,128
L0004011,2025-12-23,ChassisLine-1,A,P0017,S001,476,356
L0004012,2025-12-23,TrimLine-1,B,P0027,S005,248,222
L0004013,2025-12-23,BodyLine-1,A,P0007,S007,503,389
L0004014,2025-12-23,BodyLine-2,B,P0033,S001,140,102
L0004015,2025-12-23,BodyLine-2,B,P0016,S007,302,258
L0004016,2025-12-23,ChassisLine-1,A,P0013,S007,440,404
L0004017,2025-12-23,ChassisLine-1,A,P0032,S005,273,196
L0004018,2025-12-23,ChassisLine-1,B,P0020,S006,414,394
L0004019,2025-12-23,Final-1,A,P0029,S008,411,370
L0004020,2025-12-23,BodyLine-1,B,P0031,S006,141,126
L0004021,2025-12-24,BodyLine-1,A,P0031,S006,478,395
L0004022,2025-12-24,BodyLine-1,A,P0010,S005,516,470
L0004023,2025-12-24,BodyLine-2,B,P0034,S006,208,169
L0004024,2025-12-24,ChassisLine-1,A,P0036,S003,501,434
L0004025,2025-12-24,Final-1,A,P0029,S008,194,153
L0004026,2025-12-24,ChassisLine-1,B,P0021,S001,410,342
L0004027,2025-12-24,ChassisLine-1,B,P0008,S007,175,167
L0004028,2025-12-24,BodyLine-1,B,P0026,S012,208,183
L0004029,2025-12-24,TrimLine-1,B,P0027,S005,517,506
L0004030,2025-12-24,ChassisLine-1,C,P0020,S006,145,140
L0004031,2025-12-24,BodyLine-1,B,P0007,S007,407,301
L0004032,2025-12-24,ChassisLine-1,A,P0013,S007,406,333
L0004033,2025-12-24,TrimLine-1,C,P0002,S010,135,100
L0004034,2025-12-24,ChassisLine-1,A,P0032,S005,281,275
L0004035,2025-12-24,BodyLine-1,B,P0003,S007,397,282
L0004036,2025-12-24,ChassisLine-1,A,P0015,S008,204,148
L0004037,2025-12-24,TrimLine-1,B,P0025,S010,317,309
L0004038,2025-12-24,BodyLine-1,A,P0035,S005,453,370
L0004039,2025-12-24,Final-1,C,P0024,S002,344,245
L0004040,2025-12-24,BodyLine-1,A,P0019,S006,472,351
L0004041,2025-12-24,BodyLine-1,B,P0009,S011,405,370
L0004042,2025-12-24,ChassisLine-1,B,P0017,S001,214,202
L0004043,2025-12-24,BodyLine-2,A,P0005,S001,511,409
L0004044,2025-12-25,BodyLine-2,C,P0019,S006,512,501
L0004045,2025-12-25,Final-1,B,P0027,S005,171,138
L0004046,2025-12-25,TrimLine-1,A,P0004,S006,498,350
L0004047,2025-12-25,TrimLine-1,A,P0023,S004,317,227
L0004048,2025-12-25,ChassisLine-1,A,P0032,S005,390,353
L0004049,2025-12-25,BodyLine-2,B,P0010,S005,508,428
L0004050,2025-12-25,BodyLine-2,A,P0026,S012,292,253
L0004051,2025-12-25,ChassisLine-1,A,P0015,S008,259,225
L0004052,2025-12-25,BodyLine-1,A,P0016,S007,380,287
L0004053,2025-12-25,Final-1,A,P0014,S003,205,177
L0004054,2025-12-25,BodyLine-1,A,P0031,S006,150,121
L0004055,2025-12-25,BodyLine-1,A,P0035,S005,236,225
L0004056,2025-12-25,BodyLine-1,A,P0007,S007,155,111
L0004057,2025-12-25,TrimLine-1,B,P0001,S001,470,344
L0004058,2025-12-25,ChassisLine-1,A,P0017,S001,228,160
L0004059,2025-12-25,ChassisLine-1,B,P0036,S003,445,339
L0004060,2025-12-25,TrimLine-1,B,P0029,S008,252,227
L0004061,2025-12-25,ChassisLine-1,B,P0022,S012,333,305
L0004062,2025-12-25,TrimLine-1,B,P0002,S010,180,166
L0004063,2025-12-26,BodyLine-2,B,P0031,S006,267,226
L0004064,2025-12-26,Final-1,C,P0001,S001,484,465
L0004065,2025-12-26,ChassisLine-1,C,P0028,S003,316,268
L0004066,2025-12-26,BodyLine-1,C,P0003,S007,169,141
L0004067,2025-12-26,BodyLine-2,B,P0035,S005,453,352
L0004068,2025-12-26,BodyLine-2,B,P0026,S012,495,358
L0004069,2025-12-26,TrimLine-1,B,P0012,S001,175,135
L0004070,2025-12-26,ChassisLine-1,A,P0032,S005,469,350
