measure_id,timestamp,lot_id,part_id,supplier_id,plant_line,shift,dimension_name,value_mm,nominal,lsl,usl,is_out_of_spec,deviation,tool_id,operator_id,eo_active
M000045077,2025-12-10T11:45:00,L0003719,P0033,S001,BodyLine-1,B,Gap_mm,35.769,35.653,34.734,36.571,0,0.116,T04,O020,
M000045078,2025-12-10T06:22:00,L0003719,P0033,S001,BodyLine-1,B,Gap_mm,35.9047,35.653,34.734,36.571,0,0.2517,T04,O020,
M000045079,2025-12-10T20:38:00,L0003719,P0033,S001,BodyLine-1,B,Gap_mm,35.8782,35.653,34.734,36.571,0,0.2252,T04,O020,
M000045080,2025-12-10T21:28:00,L0003719,P0033,S001,BodyLine-1,B,Gap_mm,35.6157,35.653,34.734,36.571,0,-0.0373,T04,O020,
M000045081,2025-12-10T06:31:00,L0003719,P0033,S001,BodyLine-1,B,Gap_mm,35.717,35.653,34.734,36.571,0,0.064,T04,O020,
M000045082,2025-12-10T20:38:00,L0003719,P0033,S001,BodyLine-1,B,Gap_mm,35.633,35.653,34.734,36.571,0,-0.02,T04,O020,
M000045083,2025-12-10T08:04:00,L0003719,P0033,S001,BodyLine-1,B,Gap_mm,35.9125,35.653,34.734,36.571,0,0.2595,T04,O020,
M000045084,2025-12-10T09:21:00,L0003720,P0012,S001,TrimLine-1,B,ConnectorWidth_mm,17.5901,18.546,17.915,19.177,1,-0.9559,T01,O029,EO005
M000045085,2025-12-10T19:47:00,L0003720,P0012,S001,TrimLine-1,B,ConnectorWidth_mm,17.716,18.546,17.915,19.177,1,-0.83,T01,O029,EO005
M000045086,2025-12-10T21:53:00,L0003720,P0012,S001,TrimLine-1,B,ConnectorWidth_mm,17.5127,18.546,17.915,19.177,1,-1.0333,T01,O029,EO005
M000045087,2025-12-10T11:59:00,L0003720,P0012,S001,TrimLine-1,B,ConnectorWidth_mm,17.2747,18.546,17.915,19.177,1,-1.2713,T01,O029,EO005
M000045088,2025-12-10T21:44:00,L0003720,P0012,S001,TrimLine-1,B,ConnectorWidth_mm,17.3865,18.546,17.915,19.177,1,-1.1595,T01,O029,EO005
M000045089,2025-12-10T15:26:00,L0003720,P0012,S001,TrimLine-1,B,ConnectorWidth_mm,17.1198,18.546,17.915,19.177,1,-1.4262,T01,O029,EO005
M000045090,2025-12-10T17:51:00,L0003720,P0012,S001,TrimLine-1,B,ConnectorWidth_mm,18.5259,18.546,17.915,19.177,0,-0.0201,T01,O029,EO005
M000045091,2025-12-10T06:58:00,L0003720,P0012,S001,TrimLine-1,B,ConnectorWidth_mm,17.2239,18.546,17.915,19.177,1,-1.3221,T01,O029,EO005
M000045092,2025-12-10T16:01:00,L0003720,P0012,S001,TrimLine-1,B,ConnectorWidth_mm,17.5312,18.546,17.915,19.177,1,-1.0148,T01,O029,EO005
M000045093,2025-12-10T18:55:00,L0003720,P0012,S001,TrimLine-1,B,ConnectorWidth_mm,18.0769,18.546,17.915,19.177,0,-0.4691,T01,O029,EO005
M000045094,2025-12-10T06:40:00,L0003721,P0003,S007,BodyLine-1,A,Gap_mm,70.099,70.417,69.632,71.203,0,-0.318,T01,O004,EO005
M000045095,2025-12-10T11:48:00,L0003721,P0003,S007,BodyLine-1,A,Gap_mm,70.2101,70.417,69.632,71.203,0,-0.2069,T01,O004,EO005
M000045096,2025-12-10T19:06:00,L0003721,P0003,S007,BodyLine-1,A,Gap_mm,70.0635,70.417,69.632,71.203,0,-0.3535,T01,O004,EO005
M000045097,2025-12-10T07:35:00,L0003721,P0003,S007,BodyLine-1,A,Gap_mm,69.9405,70.417,69.632,71.203,0,-0.4765,T01,O004,EO005
M000045098,2025-12-10T11:53:00,L0003721,P0003,S007,BodyLine-1,A,Gap_mm,69.4131,70.417,69.632,71.203,1,-1.0039,T01,O004,EO005
M000045099,2025-12-10T07:08:00,L0003721,P0003,S007,BodyLine-1,A,Gap_mm,70.2018,70.417,69.632,71.203,0,-0.2152,T01,O004,EO005
M000045100,2025-12-10T06:08:00,L0003721,P0003,S007,BodyLine-1,A,Gap_mm,69.4983,70.417,69.632,71.203,1,-0.9187,T01,O004,EO005
M000045101,2025-12-10T16:29:00,L0003721,P0003,S007,BodyLine-1,A,Gap_mm,70.169,70.417,69.632,71.203,0,-0.248,T01,O004,EO005
M000045102,2025-12-10T18:28:00,L0003722,P0018,S001,TrimLine-1,A,ConnectorWidth_mm,45.9004,45.188,44.968,45.407,1,0.7124,T02,O016,
M000045103,2025-12-10T18:49:00,L0003722,P0018,S001,TrimLine-1,A,ConnectorWidth_mm,45.7156,45.188,44.968,45.407,1,0.5276,T02,O016,
M000045104,2025-12-10T07:46:00,L0003722,P0018,S001,TrimLine-1,A,ConnectorWidth_mm,45.8912,45.188,44.968,45.407,1,0.7032,T02,O016,
M000045105,2025-12-10T17:07:00,L0003722,P0018,S001,TrimLine-1,A,ConnectorWidth_mm,46.2118,45.188,44.968,45.407,1,1.0238,T02,O016,
M000045106,2025-12-10T19:58:00,L0003722,P0018,S001,TrimLine-1,A,ConnectorWidth_mm,45.4421,45.188,44.968,45.407,1,0.2541,T02,O016,
M000045107,2025-12-10T16:04:00,L0003722,P0018,S001,TrimLine-1,A,ConnectorWidth_mm,46.1619,45.188,44.968,45.407,1,0.9739,T02,O016,
M000045108,2025-12-10T10:51:00,L0003722,P0018,S001,TrimLine-1,A,ConnectorWidth_mm,45.0395,45.188,44.968,45.407,0,-0.1485,T02,O016,
M000045109,2025-12-10T11:38:00,L0003722,P0018,S001,TrimLine-1,A,ConnectorWidth_mm,46.1634,45.188,44.968,45.407,1,0.9754,T02,O016,
M000045110,2025-12-10T13:34:00,L0003722,P0018,S001,TrimLine-1,A,ConnectorWidth_mm,46.0867,45.188,44.968,45.407,1,0.8987,T02,O016,
M000045111,2025-12-10T07:03:00,L0003723,P0006,S009,Final-1,A,PinDepth_mm,49.2897,49.289,48.099,50.48,0,0.0007,T05,O029,
M000045112,2025-12-10T16:28:00,L0003723,P0006,S009,Final-1,A,PinDepth_mm,49.1166,49.289,48.099,50.48,0,-0.1724,T05,O029,
M000045113,2025-12-10T10:13:00,L0003723,P0006,S009,Final-1,A,PinDepth_mm,49.1208,49.289,48.099,50.48,0,-0.1682,T05,O029,
M000045114,2025-12-10T07:00:00,L0003723,P0006,S009,Final-1,A,PinDepth_mm,49.2153,49.289,48.099,50.48,0,-0.0737,T05,O029,
M000045115,2025-12-11T14:29:00,L0003724,P0010,S005,BodyLine-1,A,BracketHoleDia_mm,71.8368,71.633,70.846,72.42,0,0.2038,T04,O021,
M000045116,2025-12-11T16:27:00,L0003724,P0010,S005,BodyLine-1,A,BracketHoleDia_mm,71.4608,71.633,70.846,72.42,0,-0.1722,T04,O021,
M000045117,2025-12-11T10:39:00,L0003724,P0010,S005,BodyLine-1,A,BracketHoleDia_mm,71.3747,71.633,70.846,72.42,0,-0.2583,T04,O021,
M000045118,2025-12-11T17:47:00,L0003724,P0010,S005,BodyLine-1,A,BracketHoleDia_mm,71.8554,71.633,70.846,72.42,0,0.2224,T04,O021,
M000045119,2025-12-11T07:34:00,L0003724,P0010,S005,BodyLine-1,A,BracketHoleDia_mm,71.9787,71.633,70.846,72.42,0,0.3457,T04,O021,
M000045120,2025-12-11T16:40:00,L0003724,P0010,S005,BodyLine-1,A,BracketHoleDia_mm,71.6344,71.633,70.846,72.42,0,0.0014,T04,O021,
M000045121,2025-12-11T13:56:00,L0003724,P0010,S005,BodyLine-1,A,BracketHoleDia_mm,71.5577,71.633,70.846,72.42,0,-0.0753,T04,O021,
M000045122,2025-12-11T12:46:00,L0003724,P0010,S005,BodyLine-1,A,BracketHoleDia_mm,71.5979,71.633,70.846,72.42,0,-0.0351,T04,O021,
M000045123,2025-12-11T06:44:00,L0003725,P0033,S001,BodyLine-1,B,Gap_mm,35.8793,35.653,34.734,36.571,0,0.2263,T02,O022,
M000045124,2025-12-11T12:09:00,L0003725,P0033,S001,BodyLine-1,B,Gap_mm,35.8178,35.653,34.734,36.571,0,0.1648,T02,O022,
M000045125,2025-12-11T16:09:00,L0003725,P0033,S001,BodyLine-1,B,Gap_mm,36.1954,35.653,34.734,36.571,0,0.5424,T02,O022,
M000045126,2025-12-11T11:14:00,L0003725,P0033,S001,BodyLine-1,B,Gap_mm,36.0013,35.653,34.734,36.571,0,0.3483,T02,O022,
M000045127,2025-12-11T08:17:00,L0003725,P0033,S001,BodyLine-1,B,Gap_mm,35.8916,35.653,34.734,36.571,0,0.2386,T02,O022,
M000045128,2025-12-11T18:17:00,L0003725,P0033,S001,BodyLine-1,B,Gap_mm,35.8208,35.653,34.734,36.571,0,0.1678,T02,O022,
M000045129,2025-12-11T15:35:00,L0003725,P0033,S001,BodyLine-1,B,Gap_mm,35.925,35.653,34.734,36.571,0,0.272,T02,O022,
M000045130,2025-12-11T07:32:00,L0003725,P0033,S001,BodyLine-1,B,Gap_mm,35.634,35.653,34.734,36.571,0,-0.019,T02,O022,
M000045131,2025-12-11T21:24:00,L0003725,P0033,S001,BodyLine-1,B,Gap_mm,35.6826,35.653,34.734,36.571,0,0.0296,T02,O022,
M000045132,2025-12-11T18:27:00,L0003725,P0033,S001,BodyLine-1,B,Gap_mm,35.7592,35.653,34.734,36.571,0,0.1062,T02,O022,
M000045133,2025-12-11T18:54:00,L0003725,P0033,S001,BodyLine-1,B,Gap_mm,35.9362,35.653,34.734,36.571,0,0.2832,T02,O022,
M000045134,2025-12-11T15:09:00,L0003725,P0033,S001,BodyLine-1,B,Gap_mm,35.5885,35.653,34.734,36.571,0,-0.0645,T02,O022,
M000045135,2025-12-11T17:03:00,L0003725,P0033,S001,BodyLine-1,B,Gap_mm,35.7038,35.653,34.734,36.571,0,0.0508,T02,O022,
M000045136,2025-12-11T08:11:00,L0003725,P0033,S001,BodyLine-1,B,Gap_mm,36.0784,35.653,34.734,36.571,0,0.4254,T02,O022,
M000045137,2025-12-11T12:27:00,L0003725,P0033,S001,BodyLine-1,B,Gap_mm,35.4004,35.653,34.734,36.571,0,-0.2526,T02,O022,
M000045138,2025-12-11T16:08:00,L0003725,P0033,S001,BodyLine-1,B,Gap_mm,35.4637,35.653,34.734,36.571,0,-0.1893,T02,O022,
M000045139,2025-12-11T12:19:00,L0003725,P0033,S001,BodyLine-1,B,Gap_mm,35.739,35.653,34.734,36.571,0,0.086,T02,O022,
M000045140,2025-12-11T20:39:00,L0003725,P0033,S001,BodyLine-1,B,Gap_mm,35.6139,35.653,34.734,36.571,0,-0.0391,T02,O022,
M000045141,2025-12-11T14:38:00,L0003725,P0033,S001,BodyLine-1,B,Gap_mm,35.9175,35.653,34.734,36.571,0,0.2645,T02,O022,
M000045142,2025-12-11T18:54:00,L0003725,P0033,S001,BodyLine-1,B,Gap_mm,36.02,35.653,34.734,36.571,0,0.367,T02,O022,
M000045143,2025-12-11T18:13:00,L0003725,P0033,S001,BodyLine-1,B,Gap_mm,35.8768,35.653,34.734,36.571,0,0.2238,T02,O022,
M000045144,2025-12-11T13:07:00,L0003726,P0017,S001,ChassisLine-1,B,Flush_mm,31.6029,31.061,30.648,31.475,1,0.5419,T03,O028,
M000045145,2025-12-11T16:20:00,L0003726,P0017,S001,ChassisLine-1,B,Flush_mm,31.251,31.061,30.648,31.475,0,0.19,T03,O028,
M000045146,2025-12-11T15:48:00,L0003726,P0017,S001,ChassisLine-1,B,Flush_mm,31.5028,31.061,30.648,31.475,1,0.4418,T03,O028,
M000045147,2025-12-11T11:11:00,L0003726,P0017,S001,ChassisLine-1,B,Flush_mm,31.4083,31.061,30.648,31.475,0,0.3473,T03,O028,
M000045148,2025-12-11T19:58:00,L0003726,P0017,S001,ChassisLine-1,B,Flush_mm,31.3289,31.061,30.648,31.475,0,0.2679,T03,O028,
M000045149,2025-12-11T12:45:00,L0003726,P0017,S001,ChassisLine-1,B,Flush_mm,31.2867,31.061,30.648,31.475,0,0.2257,T03,O028,
M000045150,2025-12-11T13:44:00,L0003726,P0017,S001,ChassisLine-1,B,Flush_mm,31.326,31.061,30.648,31.475,0,0.265,T03,O028,
M000045151,2025-12-11T08:29:00,L0003726,P0017,S001,ChassisLine-1,B,Flush_mm,31.5553,31.061,30.648,31.475,1,0.4943,T03,O028,
M000045152,2025-12-11T08:18:00,L0003726,P0017,S001,ChassisLine-1,B,Flush_mm,31.4022,31.061,30.648,31.475,0,0.3412,T03,O028,
M000045153,2025-12-11T10:27:00,L0003726,P0017,S001,ChassisLine-1,B,Flush_mm,31.7016,31.061,30.648,31.475,1,0.6406,T03,O028,
M000045154,2025-12-11T18:40:00,L0003727,P0015,S008,ChassisLine-1,A,Gap_mm,27.2836,27.089,26.804,27.374,0,0.1946,T04,O023,
M000045155,2025-12-11T09:13:00,L0003727,P0015,S008,ChassisLine-1,A,Gap_mm,27.1929,27.089,26.804,27.374,0,0.1039,T04,O023,
M000045156,2025-12-11T11:55:00,L0003727,P0015,S008,ChassisLine-1,A,Gap_mm,27.3383,27.089,26.804,27.374,0,0.2493,T04,O023,
M000045157,2025-12-11T12:06:00,L0003727,P0015,S008,ChassisLine-1,A,Gap_mm,26.8133,27.089,26.804,27.374,0,-0.2757,T04,O023,
M000045158,2025-12-11T21:27:00,L0003727,P0015,S008,ChassisLine-1,A,Gap_mm,26.7738,27.089,26.804,27.374,1,-0.3152,T04,O023,
M000045159,2025-12-11T16:08:00,L0003727,P0015,S008,ChassisLine-1,A,Gap_mm,27.3546,27.089,26.804,27.374,0,0.2656,T04,O023,
M000045160,2025-12-11T06:42:00,L0003727,P0015,S008,ChassisLine-1,A,Gap_mm,27.0317,27.089,26.804,27.374,0,-0.0573,T04,O023,
M000045161,2025-12-11T18:01:00,L0003727,P0015,S008,ChassisLine-1,A,Gap_mm,26.4736,27.089,26.804,27.374,1,-0.6154,T04,O023,
M000045162,2025-12-11T20:23:00,L0003727,P0015,S008,ChassisLine-1,A,Gap_mm,26.4812,27.089,26.804,27.374,1,-0.6078,T04,O023,
M000045163,2025-12-11T19:13:00,L0003727,P0015,S008,ChassisLine-1,A,Gap_mm,26.9336,27.089,26.804,27.374,0,-0.1554,T04,O023,
M000045164,2025-12-11T09:04:00,L0003727,P0015,S008,ChassisLine-1,A,Gap_mm,27.176,27.089,26.804,27.374,0,0.087,T04,O023,
M000045165,2025-12-11T10:01:00,L0003727,P0015,S008,ChassisLine-1,A,Gap_mm,27.7724,27.089,26.804,27.374,1,0.6834,T04,O023,
M000045166,2025-12-11T10:51:00,L0003727,P0015,S008,ChassisLine-1,A,Gap_mm,27.2128,27.089,26.804,27.374,0,0.1238,T04,O023,
M000045167,2025-12-11T09:02:00,L0003727,P0015,S008,ChassisLine-1,A,Gap_mm,27.0705,27.089,26.804,27.374,0,-0.0185,T04,O023,
M000045168,2025-12-11T08:49:00,L0003727,P0015,S008,ChassisLine-1,A,Gap_mm,26.9839,27.089,26.804,27.374,0,-0.1051,T04,O023,
M000045169,2025-12-11T16:58:00,L0003727,P0015,S008,ChassisLine-1,A,Gap_mm,26.746,27.089,26.804,27.374,1,-0.343,T04,O023,
M000045170,2025-12-11T07:40:00,L0003727,P0015,S008,ChassisLine-1,A,Gap_mm,27.7108,27.089,26.804,27.374,1,0.6218,T04,O023,
M000045171,2025-12-11T09:11:00,L0003727,P0015,S008,ChassisLine-1,A,Gap_mm,26.7815,27.089,26.804,27.374,1,-0.3075,T04,O023,
M000045172,2025-12-11T18:29:00,L0003727,P0015,S008,ChassisLine-1,A,Gap_mm,26.7606,27.089,26.804,27.374,1,-0.3284,T04,O023,
M000045173,2025-12-11T07:36:00,L0003728,P0027,S005,Final-1,C,PinDepth_mm,26.9442,26.93,26.654,27.205,0,0.0142,T07,O004,
M000045174,2025-12-11T19:21:00,L0003728,P0027,S005,Final-1,C,PinDepth_mm,26.7071,26.93,26.654,27.205,0,-0.2229,T07,O004,
M000045175,2025-12-11T14:12:00,L0003728,P0027,S005,Final-1,C,PinDepth_mm,28.1554,26.93,26.654,27.205,1,1.2254,T07,O004,
M000045176,2025-12-11T07:17:00,L0003728,P0027,S005,Final-1,C,PinDepth_mm,26.7978,26.93,26.654,27.205,0,-0.1322,T07,O004,
M000045177,2025-12-11T21:32:00,L0003728,P0027,S005,Final-1,C,PinDepth_mm,26.8852,26.93,26.654,27.205,0,-0.0448,T07,O004,
M000045178,2025-12-11T16:24:00,L0003728,P0027,S005,Final-1,C,PinDepth_mm,26.4825,26.93,26.654,27.205,1,-0.4475,T07,O004,
M000045179,2025-12-11T18:45:00,L0003728,P0027,S005,Final-1,C,PinDepth_mm,26.7704,26.93,26.654,27.205,0,-0.1596,T07,O004,
M000045180,2025-12-11T15:46:00,L0003728,P0027,S005,Final-1,C,PinDepth_mm,26.172,26.93,26.654,27.205,1,-0.758,T07,O004,
M000045181,2025-12-11T12:27:00,L0003728,P0027,S005,Final-1,C,PinDepth_mm,26.87,26.93,26.654,27.205,0,-0.06,T07,O004,
M000045182,2025-12-11T18:25:00,L0003728,P0027,S005,Final-1,C,PinDepth_mm,27.3227,26.93,26.654,27.205,1,0.3927,T07,O004,
M000045183,2025-12-11T12:58:00,L0003728,P0027,S005,Final-1,C,PinDepth_mm,26.9086,26.93,26.654,27.205,0,-0.0214,T07,O004,
M000045184,2025-12-11T07:51:00,L0003729,P0034,S006,BodyLine-2,A,Flush_mm,45.6822,45.617,44.817,46.417,0,0.0652,T03,O013,
M000045185,2025-12-11T14:08:00,L0003729,P0034,S006,BodyLine-2,A,Flush_mm,45.7146,45.617,44.817,46.417,0,0.0976,T03,O013,
M000045186,2025-12-11T11:48:00,L0003729,P0034,S006,BodyLine-2,A,Flush_mm,45.5428,45.617,44.817,46.417,0,-0.0742,T03,O013,
M000045187,2025-12-11T12:03:00,L0003729,P0034,S006,BodyLine-2,A,Flush_mm,46.0071,45.617,44.817,46.417,0,0.3901,T03,O013,
M000045188,2025-12-11T21:06:00,L0003729,P0034,S006,BodyLine-2,A,Flush_mm,45.4717,45.617,44.817,46.417,0,-0.1453,T03,O013,
M000045189,2025-12-11T08:57:00,L0003729,P0034,S006,BodyLine-2,A,Flush_mm,45.7207,45.617,44.817,46.417,0,0.1037,T03,O013,
M000045190,2025-12-11T12:40:00,L0003729,P0034,S006,BodyLine-2,A,Flush_mm,45.8402,45.617,44.817,46.417,0,0.2232,T03,O013,
M000045191,2025-12-11T07:03:00,L0003729,P0034,S006,BodyLine-2,A,Flush_mm,45.51,45.617,44.817,46.417,0,-0.107,T03,O013,
M000045192,2025-12-11T17:20:00,L0003729,P0034,S006,BodyLine-2,A,Flush_mm,45.9587,45.617,44.817,46.417,0,0.3417,T03,O013,
M000045193,2025-12-11T20:53:00,L0003729,P0034,S006,BodyLine-2,A,Flush_mm,46.0858,45.617,44.817,46.417,0,0.4688,T03,O013,
M000045194,2025-12-11T16:03:00,L0003729,P0034,S006,BodyLine-2,A,Flush_mm,45.9624,45.617,44.817,46.417,0,0.3454,T03,O013,
M000045195,2025-12-11T19:48:00,L0003729,P0034,S006,BodyLine-2,A,Flush_mm,45.4843,45.617,44.817,46.417,0,-0.1327,T03,O013,
M000045196,2025-12-11T13:10:00,L0003730,P0002,S010,Final-1,C,ClipLength_mm,65.3013,65.312,64.344,66.28,0,-0.0107,T07,O001,
M000045197,2025-12-11T18:05:00,L0003730,P0002,S010,Final-1,C,ClipLength_mm,65.6061,65.312,64.344,66.28,0,0.2941,T07,O001,
M000045198,2025-12-11T17:58:00,L0003730,P0002,S010,Final-1,C,ClipLength_mm,64.7143,65.312,64.344,66.28,0,-0.5977,T07,O001,
M000045199,2025-12-11T10:51:00,L0003730,P0002,S010,Final-1,C,ClipLength_mm,64.8537,65.312,64.344,66.28,0,-0.4583,T07,O001,
M000045200,2025-12-11T06:45:00,L0003730,P0002,S010,Final-1,C,ClipLength_mm,65.236,65.312,64.344,66.28,0,-0.076,T07,O001,
M000045201,2025-12-11T17:30:00,L0003730,P0002,S010,Final-1,C,ClipLength_mm,64.2413,65.312,64.344,66.28,1,-1.0707,T07,O001,
M000045202,2025-12-11T19:26:00,L0003730,P0002,S010,Final-1,C,ClipLength_mm,64.8647,65.312,64.344,66.28,0,-0.4473,T07,O001,
M000045203,2025-12-11T20:36:00,L0003730,P0002,S010,Final-1,C,ClipLength_mm,65.1757,65.312,64.344,66.28,0,-0.1363,T07,O001,
M000045204,2025-12-11T09:23:00,L0003730,P0002,S010,Final-1,C,ClipLength_mm,65.7337,65.312,64.344,66.28,0,0.4217,T07,O001,
M000045205,2025-12-11T12:49:00,L0003731,P0022,S012,ChassisLine-1,B,Gap_mm,45.5379,45.574,44.709,46.439,0,-0.0361,T04,O008,
M000045206,2025-12-11T12:53:00,L0003731,P0022,S012,ChassisLine-1,B,Gap_mm,45.423,45.574,44.709,46.439,0,-0.151,T04,O008,
M000045207,2025-12-11T10:01:00,L0003731,P0022,S012,ChassisLine-1,B,Gap_mm,45.626,45.574,44.709,46.439,0,0.052,T04,O008,
M000045208,2025-12-11T10:57:00,L0003731,P0022,S012,ChassisLine-1,B,Gap_mm,45.9379,45.574,44.709,46.439,0,0.3639,T04,O008,
M000045209,2025-12-11T20:35:00,L0003731,P0022,S012,ChassisLine-1,B,Gap_mm,45.7074,45.574,44.709,46.439,0,0.1334,T04,O008,
M000045210,2025-12-11T07:24:00,L0003731,P0022,S012,ChassisLine-1,B,Gap_mm,45.5332,45.574,44.709,46.439,0,-0.0408,T04,O008,
M000045211,2025-12-11T14:04:00,L0003731,P0022,S012,ChassisLine-1,B,Gap_mm,45.5672,45.574,44.709,46.439,0,-0.0068,T04,O008,
M000045212,2025-12-11T08:22:00,L0003731,P0022,S012,ChassisLine-1,B,Gap_mm,45.4879,45.574,44.709,46.439,0,-0.0861,T04,O008,
M000045213,2025-12-11T19:19:00,L0003731,P0022,S012,ChassisLine-1,B,Gap_mm,45.6698,45.574,44.709,46.439,0,0.0958,T04,O008,
M000045214,2025-12-11T15:21:00,L0003731,P0022,S012,ChassisLine-1,B,Gap_mm,45.5647,45.574,44.709,46.439,0,-0.0093,T04,O008,
M000045215,2025-12-11T20:29:00,L0003731,P0022,S012,ChassisLine-1,B,Gap_mm,45.3654,45.574,44.709,46.439,0,-0.2086,T04,O008,
M000045216,2025-12-11T13:14:00,L0003731,P0022,S012,ChassisLine-1,B,Gap_mm,45.714,45.574,44.709,46.439,0,0.14,T04,O008,
M000045217,2025-12-11T10:08:00,L0003731,P0022,S012,ChassisLine-1,B,Gap_mm,45.5399,45.574,44.709,46.439,0,-0.0341,T04,O008,
M000045218,2025-12-11T18:56:00,L0003731,P0022,S012,ChassisLine-1,B,Gap_mm,45.4752,45.574,44.709,46.439,0,-0.0988,T04,O008,
M000045219,2025-12-11T14:01:00,L0003731,P0022,S012,ChassisLine-1,B,Gap_mm,45.6124,45.574,44.709,46.439,0,0.0384,T04,O008,
M000045220,2025-12-11T16:50:00,L0003731,P0022,S012,ChassisLine-1,B,Gap_mm,45.6034,45.574,44.709,46.439,0,0.0294,T04,O008,
M000045221,2025-12-11T08:05:00,L0003731,P0022,S012,ChassisLine-1,B,Gap_mm,45.6601,45.574,44.709,46.439,0,0.0861,T04,O008,
M000045222,2025-12-11T12:54:00,L0003732,P0012,S001,Final-1,C,ConnectorWidth_mm,18.1663,18.546,17.915,19.177,0,-0.3797,T04,O004,EO005
M000045223,2025-12-11T20:59:00,L0003732,P0012,S001,Final-1,C,ConnectorWidth_mm,18.7044,18.546,17.915,19.177,0,0.1584,T04,O004,EO005
M000045224,2025-12-11T13:39:00,L0003732,P0012,S001,Final-1,C,ConnectorWidth_mm,18.3865,18.546,17.915,19.177,0,-0.1595,T04,O004,EO005
M000045225,2025-12-11T09:01:00,L0003732,P0012,S001,Final-1,C,ConnectorWidth_mm,19.0384,18.546,17.915,19.177,0,0.4924,T04,O004,EO005
M000045226,2025-12-11T14:42:00,L0003732,P0012,S001,Final-1,C,ConnectorWidth_mm,18.4397,18.546,17.915,19.177,0,-0.1063,T04,O004,EO005
M000045227,2025-12-11T12:40:00,L0003732,P0012,S001,Final-1,C,ConnectorWidth_mm,18.2479,18.546,17.915,19.177,0,-0.2981,T04,O004,EO005
M000045228,2025-12-11T07:09:00,L0003732,P0012,S001,Final-1,C,ConnectorWidth_mm,18.429,18.546,17.915,19.177,0,-0.117,T04,O004,EO005
M000045229,2025-12-11T09:43:00,L0003732,P0012,S001,Final-1,C,ConnectorWidth_mm,18.4225,18.546,17.915,19.177,0,-0.1235,T04,O004,EO005
M000045230,2025-12-11T12:06:00,L0003733,P0029,S008,Final-1,C,ConnectorWidth_mm,64.3842,64.591,63.575,65.608,0,-0.2068,T06,O012,
M000045231,2025-12-11T07:09:00,L0003733,P0029,S008,Final-1,C,ConnectorWidth_mm,64.3398,64.591,63.575,65.608,0,-0.2512,T06,O012,
M000045232,2025-12-11T21:39:00,L0003733,P0029,S008,Final-1,C,ConnectorWidth_mm,65.0,64.591,63.575,65.608,0,0.409,T06,O012,
M000045233,2025-12-11T06:06:00,L0003733,P0029,S008,Final-1,C,ConnectorWidth_mm,64.4127,64.591,63.575,65.608,0,-0.1783,T06,O012,
M000045234,2025-12-11T19:34:00,L0003733,P0029,S008,Final-1,C,ConnectorWidth_mm,64.8819,64.591,63.575,65.608,0,0.2909,T06,O012,
M000045235,2025-12-11T15:04:00,L0003733,P0029,S008,Final-1,C,ConnectorWidth_mm,64.0785,64.591,63.575,65.608,0,-0.5125,T06,O012,
M000045236,2025-12-11T15:30:00,L0003733,P0029,S008,Final-1,C,ConnectorWidth_mm,64.6864,64.591,63.575,65.608,0,0.0954,T06,O012,
M000045237,2025-12-11T20:14:00,L0003733,P0029,S008,Final-1,C,ConnectorWidth_mm,64.7489,64.591,63.575,65.608,0,0.1579,T06,O012,
M000045238,2025-12-11T09:02:00,L0003733,P0029,S008,Final-1,C,ConnectorWidth_mm,64.7263,64.591,63.575,65.608,0,0.1353,T06,O012,
M000045239,2025-12-11T11:02:00,L0003733,P0029,S008,Final-1,C,ConnectorWidth_mm,64.3605,64.591,63.575,65.608,0,-0.2305,T06,O012,
M000045240,2025-12-11T06:26:00,L0003733,P0029,S008,Final-1,C,ConnectorWidth_mm,64.2047,64.591,63.575,65.608,0,-0.3863,T06,O012,
M000045241,2025-12-11T08:33:00,L0003734,P0036,S003,ChassisLine-1,B,Flush_mm,50.2368,50.383,49.742,51.025,0,-0.1462,T04,O029,
M000045242,2025-12-11T12:22:00,L0003734,P0036,S003,ChassisLine-1,B,Flush_mm,50.2227,50.383,49.742,51.025,0,-0.1603,T04,O029,
M000045243,2025-12-11T06:57:00,L0003734,P0036,S003,ChassisLine-1,B,Flush_mm,50.4426,50.383,49.742,51.025,0,0.0596,T04,O029,
M000045244,2025-12-11T08:10:00,L0003734,P0036,S003,ChassisLine-1,B,Flush_mm,50.7499,50.383,49.742,51.025,0,0.3669,T04,O029,
M000045245,2025-12-11T16:18:00,L0003734,P0036,S003,ChassisLine-1,B,Flush_mm,50.4851,50.383,49.742,51.025,0,0.1021,T04,O029,
M000045246,2025-12-11T19:42:00,L0003734,P0036,S003,ChassisLine-1,B,Flush_mm,50.4002,50.383,49.742,51.025,0,0.0172,T04,O029,
M000045247,2025-12-11T14:10:00,L0003734,P0036,S003,ChassisLine-1,B,Flush_mm,50.1931,50.383,49.742,51.025,0,-0.1899,T04,O029,
M000045248,2025-12-11T18:12:00,L0003734,P0036,S003,ChassisLine-1,B,Flush_mm,50.5159,50.383,49.742,51.025,0,0.1329,T04,O029,
M000045249,2025-12-11T18:09:00,L0003734,P0036,S003,ChassisLine-1,B,Flush_mm,50.184,50.383,49.742,51.025,0,-0.199,T04,O029,
M000045250,2025-12-11T08:02:00,L0003734,P0036,S003,ChassisLine-1,B,Flush_mm,50.2569,50.383,49.742,51.025,0,-0.1261,T04,O029,
